execution_tier,is_today_action,action_rank,action_type,priority,priority_score,Campaign Name,Ad Group Name,diagnosis_object,diagnosis_level,Spend,Sales,Orders,ACOS,Clicks,data_sufficiency,confidence,operation_risk,estimated_savings,estimated_opportunity,spend_share,materiality_level,priority_reason,downgrade_reason,recommendation_reason
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,rubber cutting boards,搜索词,2.4,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00028192375372080626,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.40，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_自动_自动_紧密匹配-仅降,基础款_SPAT_ALL_No,knife friendly cutting board,搜索词,2.39,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00028074907141363624,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.39，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,"asin=""B0CJB3WCHW""",Targeting,2.38,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027957438910646617,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.38，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,b0cjb3wchw,搜索词,2.38,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027957438910646617,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.38，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_核心词-词组,广告组 - 2026-01-23 10:20:05.155,dishwasher safe cutting board,Targeting,2.37,89.99,1.0,0.02633625958439827,2.0,不足,低,中,0.0,0.0,0.0002783997067992962,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察,点击 2 次、花费 $2.37，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,bestcook wood fiber cutting board,搜索词,2.37,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002783997067992962,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.37，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配,自动,cutting board dishwasher,搜索词,2.37,34.99,1.0,0.06773363818233781,2.0,不足,低,中,0.0,0.0,0.0002783997067992962,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察,点击 2 次、花费 $2.37，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_wood fiber-提降,广告组 - 2025-05-20 14:22:02.869,cutting board,搜索词,2.36,0.0,0.0,inf,4.0,不足,低,中,0.0,0.0,0.00027722502449212613,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 4 次、花费 $2.36，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_引流_自动_自动_同类-提降,Ad group - 2026-02-19 21:37:20.376,non toxic cutting board,搜索词,2.36,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00027722502449212613,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.36，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,b002b3xzga,搜索词,2.36,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027722502449212613,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.36，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,mini chopping board,搜索词,2.36,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027722502449212613,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.36，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,small cutting board,搜索词,2.36,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027722502449212613,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.36，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,solid wood cutting board,搜索词,2.36,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027722502449212613,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.36，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_引流_自动_自动_同类-提降,Ad group - 2026-02-19 21:37:20.376,b000w4oc80,搜索词,2.35,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.0002760503421849561,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.35，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_自动_自动_紧密-提降,广告组 - 2025-05-20 14:11:35.448,black cutting boards,搜索词,2.35,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002760503421849561,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.35，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_出单词_广泛,SP_新凹槽款_转化_关键词_手动_出单词_广泛,large cutting board,搜索词,2.35,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002760503421849561,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.35，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,cutting board black,搜索词,2.33,36.99,1.0,0.06298999729656664,2.0,不足,低,中,0.0,0.0,0.0002737009775706161,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察,点击 2 次、花费 $2.33，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_引流_关键词_手动_cutting board_提降,广告组 - 2025-09-16 09:30:03.389,black cutting boards for kitchen,搜索词,2.32,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.000272526295263446,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.32，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_引流_自动_自动_同类-提降,Ad group - 2026-02-19 21:37:20.376,b003ip2pxe,搜索词,2.31,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00027135161295627604,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.31，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_商品_手动_出单ASIN,SP_新凹槽款_转化_商品_手动_出单ASIN,wooden cutting board,搜索词,2.31,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027135161295627604,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.31，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_引流_关键词_手动_大词_词组,广告组 - 2025-07-18 18:15:13.946,cutting board resin,搜索词,2.3,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00027017693064910597,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.30，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,hdpe cutting board,搜索词,2.3,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00027017693064910597,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.30，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_核心词-精准,Ad group - 2026-02-20 00:26:52.335,black cutting board,Targeting,2.28,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00026782756603476593,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.28，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_核心词-精准,Ad group - 2026-02-20 00:26:52.335,black cutting board,搜索词,2.28,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00026782756603476593,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.28，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配,自动,wood cutting boards for kitchen,搜索词,2.27,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002666528837275959,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.27，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,b0c6j641p9,搜索词,2.26,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00026547820142042584,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.26，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_costco_转化_关键词_手动_出单词_词组,SP_costco_转化_关键词_手动_出单词_词组,plastic free cutting board,Targeting,2.25,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002643035191132559,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.25，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_costco_转化_关键词_手动_出单词_精准,SP_costco_转化_关键词_手动_出单词,wood cutting boards for kitchen,Targeting,2.25,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.0002643035191132559,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.25，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_costco_转化_关键词_手动_出单词_精准,SP_costco_转化_关键词_手动_出单词,wood cutting boards for kitchen,搜索词,2.25,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.0002643035191132559,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.25，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_引流_关键词_手动_大词_词组,广告组 - 2025-07-18 18:15:13.946,henkel cutting board,搜索词,2.24,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00026312883680608586,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.24，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_引流_关键词_手动_大词_词组,广告组 - 2025-07-18 18:15:13.946,wood fiber cutting board epicurean,搜索词,2.24,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00026312883680608586,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.24，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,epicurean cutting board,搜索词,2.23,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002619541544989158,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.23，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_自动_自动_紧密匹配-提降,基础款_SPAT_ALL_No,eco friendly cutting board,搜索词,2.2199999999999998,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00026077947219174576,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.22，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_出单词_词组,SP_基础套装_转化_关键词_手动_出单词_词组,epicurious cutting board,Targeting,2.21,72.66,1.0,0.030415634461877238,2.0,不足,低,中,0.0,0.0,0.00025960478988457575,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察,点击 2 次、花费 $2.21，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_关键词_手动_出单词_词组,SP_基础款_转化_关键词_手动_出单词_词组,bamboo cutting boards for kitchen,搜索词,2.21,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00025960478988457575,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.21，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_出单词_词组,SP_基础套装_转化_关键词_手动_出单词_词组,epicurious cutting board,搜索词,2.21,72.66,1.0,0.030415634461877238,2.0,不足,低,中,0.0,0.0,0.00025960478988457575,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察,点击 2 次、花费 $2.21，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配,自动,cutting board wood,搜索词,2.2,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00025843010757740573,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.20，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_自动_自动_紧密匹配-仅降,基础款_SPAT_ALL_No,cutting board wooden fiber,搜索词,2.2,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00025843010757740573,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.20，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_自动product+ASINTarget2-updown,Ad group - 2026-02-12 15:48:18.643,"asin-expanded=""B003IP2PXE""",Targeting,2.19,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.0002572554252702357,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.19，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_自动_自动_紧密匹配-仅降,基础款_SPAT_ALL_No,bread knife and cutting board,搜索词,2.19,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002572554252702357,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.19，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配-提降,广告组 - 2025-07-18 16:29:48.730,wooden cutting boards,搜索词,2.1799999999999997,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.00025608074296306564,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.18，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_引流_关键词_手动_大词_词组,广告组 - 2025-07-18 18:15:13.946,john boos cutting board,搜索词,2.17,0.0,0.0,inf,2.0,不足,低,中,0.0,0.0,0.0002549060606558956,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 2 次、花费 $2.17，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配,自动,black cutting boards,搜索词,2.16,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.00025373137834872565,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.16，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,cutting board epicurean gourmet series,搜索词,2.14,119.98,2.0,0.017836306051008503,1.0,不足,低,中,0.0,0.0,0.00025138201373438556,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察,点击 1 次、花费 $2.14，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,large cutting boards,搜索词,2.14,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.00025138201373438556,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.14，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,"asin=""B0CWRY2HZZ""",Targeting,2.13,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00025020733142721554,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.13，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,b0cwry2hzz,搜索词,2.13,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00025020733142721554,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.13，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_关键词_手动_出单词_词组,SP_基础套装_转化_关键词_手动_出单词_词组,epicurean cutting board,搜索词,2.13,0.0,0.0,inf,3.0,不足,低,中,0.0,0.0,0.00025020733142721554,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 3 次、花费 $2.13，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配-提降,广告组 - 2025-07-18 16:29:48.730,bpa free,搜索词,2.13,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.00025020733142721554,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.13，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_基础套装_转化_自动_自动_紧密匹配-提降,广告组 - 2025-07-18 16:29:48.730,dishwasher chopping board,搜索词,2.13,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.00025020733142721554,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.13，样本偏少，暂不适合做否定、暂停或大幅降价。
P3,False,9999,继续观察,低,0,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,large cutting board 20x24,搜索词,2.13,0.0,0.0,inf,1.0,不足,低,中,0.0,0.0,0.00025020733142721554,低,影响层级 低；预估节省 $0.00；预估机会 0.00；花费占比 0.03%；数据充分性 不足；置信度 低。,数据充分性不足，暂不进入今日必做；置信度不足，不进入高优先级；影响金额不足，降级为待观察；花费低于最低阈值,点击 1 次、花费 $2.13，样本偏少，暂不适合做否定、暂停或大幅降价。
